第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
gr_0030,2017年,07月,1,2017/07/14,/gr_0030,3,2,201707
gr_0040,2017年,07月,1,2017/07/14,/gr_0040,3,2,201707
shisei,2017年,07月,1,2017/07/18,/shisei/,3,2,201707
activity,2017年,07月,1,2017/07/20,/activity/,3,2,201707
gr_0020,2017年,07月,1,2017/07/21,/gr_0020,3,2,201707
dataset-00000054,2017年,07月,1,2017/07/25,/dataset-00000054/,3,2,201707
dataset-00000006,2017年,07月,1,2017/07/26,/dataset-00000006,3,2,201707
dataset-00000007,2017年,07月,1,2017/07/26,/dataset-00000007,3,2,201707
dataset-00000054,2017年,07月,1,2017/07/26,/dataset-00000054,3,2,201707
gr_0010,2017年,07月,1,2017/07/27,/gr_0010,3,2,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,07月,1,2017/07/28,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,3,2,201707
dataset-00000006,2017年,07月,1,2017/07/28,/dataset-00000006/,3,2,201707
dataset-00000007,2017年,07月,1,2017/07/28,/dataset-00000007,3,2,201707
dataset-00000144,2017年,07月,1,2017/07/03,/dataset-00000144,4,2,201707
edit,2017年,07月,1,2017/07/03,/edit/,4,2,201707
dataset-00000007,2017年,07月,1,2017/07/04,/dataset-00000007/,4,2,201707
dataset-00000057,2017年,07月,1,2017/07/04,/dataset-00000057/,4,2,201707
gr_0060,2017年,07月,1,2017/07/04,/gr_0060,4,2,201707
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,2017年,07月,1,2017/07/05,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,4,2,201707
dataset-00000002,2017年,07月,1,2017/07/05,/dataset-00000002,4,2,201707
dataset-00000002,2017年,07月,1,2017/07/10,/dataset-00000002/,4,2,201707
dataset-00000144,2017年,07月,1,2017/07/10,/dataset-00000144/,4,2,201707
gr_0020?page=2,2017年,07月,1,2017/07/10,/gr_0020?page=2,4,2,201707
dataset-00000006,2017年,07月,1,2017/07/11,/dataset-00000006/,4,2,201707
dataset-00000012,2017年,07月,1,2017/07/11,/dataset-00000012/,4,2,201707
dataset-00000006,2017年,07月,1,2017/07/12,/dataset-00000006/,4,2,201707
gr_0020?page=2,2017年,07月,1,2017/07/12,/gr_0020?page=2,4,2,201707
gr_0040?page=2,2017年,07月,1,2017/07/12,/gr_0040?page=2,4,2,201707
dataset-00000002,2017年,07月,1,2017/07/14,/dataset-00000002/,4,2,201707
dataset-00000004,2017年,07月,1,2017/07/14,/dataset-00000004,4,2,201707
dataset-00000006,2017年,07月,1,2017/07/14,/dataset-00000006/,4,2,201707
dataset-00000012,2017年,07月,1,2017/07/14,/dataset-00000012/,4,2,201707
gr_0010,2017年,07月,1,2017/07/15,/gr_0010,4,2,201707
dataset-00000010,2017年,07月,1,2017/07/17,/dataset-00000010/,4,2,201707
dataset-00000029,2017年,07月,1,2017/07/18,/dataset-00000029/,4,2,201707
ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,2017年,07月,1,2017/07/18,/ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,4,2,201707
dataset-00000002,2017年,07月,1,2017/07/19,/dataset-00000002/,4,2,201707
dataset-00000054,2017年,07月,1,2017/07/19,/dataset-00000054/,4,2,201707
dataset-00000070,2017年,07月,1,2017/07/19,/dataset-00000070/,4,2,201707
gr_0070,2017年,07月,1,2017/07/19,/gr_0070,4,2,201707
dataset-00000005,2017年,07月,1,2017/07/20,/dataset-00000005/,4,2,201707
kobe-today,2017年,07月,1,2017/07/20,/kobe-today,4,2,201707
dataset-00000132,2017年,07月,1,2017/07/21,/dataset-00000132/,4,2,201707
gr_0040,2017年,07月,1,2017/07/23,/gr_0040,4,2,201707
dataset-00000021,2017年,07月,1,2017/07/25,/dataset-00000021,4,2,201707
dataset-00000065,2017年,07月,1,2017/07/26,/dataset-00000065,4,2,201707
kobe-today,2017年,07月,1,2017/07/26,/kobe-today,4,2,201707
dataset-00000010,2017年,07月,1,2017/07/27,/dataset-00000010/,4,2,201707
dataset-00000134,2017年,07月,1,2017/07/27,/dataset-00000134,4,2,201707
dataset-00000141,2017年,07月,1,2017/07/28,/dataset-00000141/,4,2,201707
dataset-00000054,2017年,07月,1,2017/07/29,/dataset-00000054/,4,2,201707
gr_0010,2017年,07月,1,2017/07/29,/gr_0010,4,2,201707
kobe-today,2017年,07月,1,2017/07/11,/kobe-today,5,2,201707
about,2017年,07月,1,2017/07/12,/about/,5,2,201707
gr_0020?page=3,2017年,07月,1,2017/07/12,/gr_0020?page=3,5,2,201707
gr_0020?page=3,2017年,07月,1,2017/07/19,/gr_0020?page=3,5,2,201707
gr_0040?page=2,2017年,07月,1,2017/07/19,/gr_0040?page=2,5,2,201707
gr_0040?page=3,2017年,07月,1,2017/07/19,/gr_0040?page=3,5,2,201707
dataset-00000002,2017年,07月,1,2017/07/21,/dataset-00000002/,5,2,201707
dataset-00000131,2017年,07月,1,2017/07/21,/dataset-00000131/,5,2,201707
gr_0060,2017年,07月,1,2017/07/26,/gr_0060,5,2,201707
dataset-00000005,2017年,07月,1,2017/07/04,/dataset-00000005/,6,2,201707
dataset-00000134,2017年,07月,1,2017/07/11,/dataset-00000134/,6,2,201707
gr_0040,2017年,07月,1,2017/07/11,/gr_0040,6,2,201707
dataset-00000009,2017年,07月,1,2017/07/24,/dataset-00000009/,6,2,201707
gr_0060,2017年,07月,1,2017/07/27,/gr_0060,6,2,201707
dataset-00000004,2017年,07月,1,2017/07/31,/dataset-00000004/,6,2,201707
dataset-00000008,2017年,07月,1,2017/07/31,/dataset-00000008/,6,2,201707
dataset-00000054,2017年,07月,1,2017/07/04,/dataset-00000054,7,2,201707
activity,2017年,07月,1,2017/07/14,/activity/,7,2,201707
gr_0020,2017年,07月,1,2017/07/01,/gr_0020,8,2,201707
gr_0020,2017年,07月,1,2017/07/14,/gr_0020,8,2,201707
dataset-00000007,2017年,07月,1,2017/07/27,/dataset-00000007/,8,2,201707
gr_0010,2017年,07月,1,2017/07/28,/gr_0010,9,2,201707
dataset-00000004,2017年,07月,1,2017/07/14,/dataset-00000004/,10,2,201707
dataset-00000105,2017年,07月,1,2017/07/04,/dataset-00000105,11,2,201707
gr_0030,2017年,07月,1,2017/07/01,/gr_0030,3,3,201707
gr_0030,2017年,07月,1,2017/07/10,/gr_0030,3,3,201707
gr_0060,2017年,07月,1,2017/07/11,/gr_0060,3,3,201707
gr_0070,2017年,07月,1,2017/07/11,/gr_0070,3,3,201707
activity,2017年,07月,1,2017/07/12,/activity/,3,3,201707
gr_0080,2017年,07月,1,2017/07/12,/gr_0080,3,3,201707
dataset-00000141,2017年,07月,1,2017/07/13,/dataset-00000141,3,3,201707
dataset-00000002,2017年,07月,1,2017/07/18,/dataset-00000002,3,3,201707
gr_0040,2017年,07月,1,2017/07/18,/gr_0040,3,3,201707
groups,2017年,07月,1,2017/07/20,/groups/,3,3,201707
dataset-00000134,2017年,07月,1,2017/07/21,/dataset-00000134,3,3,201707
gr_0020,2017年,07月,1,2017/07/24,/gr_0020,3,3,201707
gr_0050,2017年,07月,1,2017/07/25,/gr_0050,3,3,201707
dataset-00000113,2017年,07月,1,2017/07/28,/dataset-00000113/,3,3,201707
gr_0030,2017年,07月,1,2017/07/31,/gr_0030,3,3,201707
gr_0040,2017年,07月,1,2017/07/31,/gr_0040,3,3,201707
activity,2017年,07月,1,2017/07/04,/activity/,4,3,201707
gr_0020,2017年,07月,1,2017/07/04,/gr_0020,4,3,201707
dataset-00000105,2017年,07月,1,2017/07/11,/dataset-00000105/,4,3,201707
gr_0010,2017年,07月,1,2017/07/19,/gr_0010,4,3,201707
gr_0060,2017年,07月,1,2017/07/12,/gr_0060,5,3,201707
gr_0050,2017年,07月,1,2017/07/14,/gr_0050,5,3,201707
gr_0060,2017年,07月,1,2017/07/14,/gr_0060,5,3,201707
gr_0040,2017年,07月,1,2017/07/19,/gr_0040,5,3,201707
dataset-00000131,2017年,07月,1,2017/07/21,/dataset-00000131,5,3,201707
dataset-00000132,2017年,07月,1,2017/07/21,/dataset-00000132,5,3,201707
dataset-00000009,2017年,07月,1,2017/07/26,/dataset-00000009,5,3,201707
gr_0020,2017年,07月,1,2017/07/28,/gr_0020,5,3,201707
dataset-00000117,2017年,07月,1,2017/07/31,/dataset-00000117/,5,3,201707
28,2017年,07月,1,2017/07/04,/28/,6,3,201707
dataset-00000005,2017年,07月,1,2017/07/12,/dataset-00000005/,6,3,201707
dataset-00000065,2017年,07月,1,2017/07/25,/dataset-00000065/,6,3,201707
dataset-00000002,2017年,07月,1,2017/07/03,/dataset-00000002,7,3,201707
dataset-00000105,2017年,07月,1,2017/07/11,/dataset-00000105,7,3,201707
dataset-00000105,2017年,07月,1,2017/07/20,/dataset-00000105/,7,3,201707
gr_0080,2017年,07月,1,2017/07/05,/gr_0080,8,3,201707
dataset-00000105,2017年,07月,1,2017/07/20,/dataset-00000105,9,3,201707
dataset-00000140,2017年,07月,1,2017/07/14,/dataset-00000140,14,3,201707
dataset-00000012,2017年,07月,1,2017/07/17,/dataset-00000012/,14,3,201707
dataset-00000019,2017年,07月,1,2017/07/01,/dataset-00000019/,4,4,201707
dataset-00000002,2017年,07月,1,2017/07/05,/dataset-00000002/,4,4,201707
gr_0020,2017年,07月,1,2017/07/06,/gr_0020,4,4,201707
dataset-00000011,2017年,07月,1,2017/07/11,/dataset-00000011/,4,4,201707
gr_0030,2017年,07月,1,2017/07/12,/gr_0030,4,4,201707
dataset-00000006,2017年,07月,1,2017/07/16,/dataset-00000006/,4,4,201707
dataset-00000002,2017年,07月,1,2017/07/18,/dataset-00000002/,4,4,201707
gr_0040,2017年,07月,1,2017/07/20,/gr_0040,4,4,201707
dataset-00000134,2017年,07月,1,2017/07/21,/dataset-00000134/,4,4,201707
dataset-00000141,2017年,07月,1,2017/07/21,/dataset-00000141/,4,4,201707
gr_0010,2017年,07月,1,2017/07/24,/gr_0010,4,4,201707
gr_0040,2017年,07月,1,2017/07/24,/gr_0040,4,4,201707
dataset-00000006,2017年,07月,1,2017/07/26,/dataset-00000006/,4,4,201707
dataset-00000009,2017年,07月,1,2017/07/26,/dataset-00000009/,4,4,201707
gr_0050,2017年,07月,1,2017/07/26,/gr_0050,4,4,201707
dataset-00000134,2017年,07月,1,2017/07/27,/dataset-00000134/,4,4,201707
gr_0080,2017年,07月,1,2017/07/03,/gr_0080,5,4,201707
gr_0050,2017年,07月,1,2017/07/04,/gr_0050,5,4,201707
gr_0030,2017年,07月,1,2017/07/19,/gr_0030,5,4,201707
dataset-00000054,2017年,07月,1,2017/07/20,/dataset-00000054,5,4,201707
gr_0010,2017年,07月,1,2017/07/21,/gr_0010,5,4,201707
gr_0050,2017年,07月,1,2017/07/24,/gr_0050,5,4,201707
dataset-00000141,2017年,07月,1,2017/07/26,/dataset-00000141,5,4,201707
dataset-00000007,2017年,07月,1,2017/07/28,/dataset-00000007/,5,4,201707
dataset-00000105,2017年,07月,1,2017/07/28,/dataset-00000105,5,4,201707
28,2017年,07月,1,2017/07/01,/28/,6,4,201707
dataset-00000006,2017年,07月,1,2017/07/04,/dataset-00000006/,6,4,201707
dataset-00000007,2017年,07月,1,2017/07/06,/dataset-00000007/,6,4,201707
gr_0040,2017年,07月,1,2017/07/06,/gr_0040,6,4,201707
gr_0010,2017年,07月,1,2017/07/13,/gr_0010,6,4,201707
dataset-00000141,2017年,07月,1,2017/07/14,/dataset-00000141,6,4,201707
dataset-00000006,2017年,07月,1,2017/07/17,/dataset-00000006/,6,4,201707
dataset-00000007,2017年,07月,1,2017/07/19,/dataset-00000007/,6,4,201707
gr_0020,2017年,07月,1,2017/07/10,/gr_0020,7,4,201707
gr_0010,2017年,07月,1,2017/07/11,/gr_0010,7,4,201707
gr_0010,2017年,07月,1,2017/07/20,/gr_0010,7,4,201707
dataset-00000007,2017年,07月,1,2017/07/14,/dataset-00000007/,8,4,201707
dataset-00000021,2017年,07月,1,2017/07/25,/dataset-00000021/,8,4,201707
dataset-00000105,2017年,07月,1,2017/07/31,/dataset-00000105,8,4,201707
gr_0050,2017年,07月,1,2017/07/03,/gr_0050,9,4,201707
dataset-00000144,2017年,07月,1,2017/07/03,/dataset-00000144/,10,4,201707
dataset-00000054,2017年,07月,1,2017/07/04,/dataset-00000054/,10,4,201707
gr_0050,2017年,07月,1,2017/07/21,/gr_0050,10,4,201707
gr_0020,2017年,07月,1,2017/07/25,/gr_0020,11,4,201707
dataset-00000002,2017年,07月,1,2017/07/06,/dataset-00000002/,14,4,201707
gr_0010,2017年,07月,1,2017/07/25,/gr_0010,5,5,201707
28,2017年,07月,1,2017/07/06,/28/,6,5,201707
gr_0010,2017年,07月,1,2017/07/10,/gr_0010,6,5,201707
dataset-00000141,2017年,07月,1,2017/07/04,/dataset-00000141,7,5,201707
dataset-00000141,2017年,07月,1,2017/07/14,/dataset-00000141/,7,5,201707
gr_0010,2017年,07月,1,2017/07/03,/gr_0010,8,5,201707
dataset-00000141,2017年,07月,1,2017/07/12,/dataset-00000141,8,5,201707
dataset-00000141,2017年,07月,1,2017/07/20,/dataset-00000141,8,5,201707
gr_0020,2017年,07月,1,2017/07/26,/gr_0020,8,5,201707
gr_0020,2017年,07月,1,2017/07/11,/gr_0020,9,5,201707
gr_0080,2017年,07月,1,2017/07/14,/gr_0080,10,5,201707
gr_0010,2017年,07月,1,2017/07/14,/gr_0010,15,5,201707
dataset-00000054,2017年,07月,1,2017/07/20,/dataset-00000054/,6,6,201707
dataset-00000141,2017年,07月,1,2017/07/20,/dataset-00000141/,6,6,201707
dataset-00000007,2017年,07月,1,2017/07/26,/dataset-00000007/,6,6,201707
gr_0040,2017年,07月,1,2017/07/12,/gr_0040,7,6,201707
gr_0020,2017年,07月,1,2017/07/19,/gr_0020,8,6,201707
gr_0020,2017年,07月,1,2017/07/20,/gr_0020,8,6,201707
dataset-00000007,2017年,07月,1,2017/07/29,/dataset-00000007/,8,6,201707
gr_0010,2017年,07月,1,2017/07/07,/gr_0010,9,6,201707
gr_0010,2017年,07月,1,2017/07/31,/gr_0010,9,6,201707
dataset-00000141,2017年,07月,1,2017/07/03,/dataset-00000141/,14,6,201707
gr_0020,2017年,07月,1,2017/07/07,/gr_0020,14,6,201707
dataset-00000002,2017年,07月,1,2017/07/03,/dataset-00000002/,16,6,201707
dataset-00000002,2017年,07月,1,2017/07/13,/dataset-00000002/,16,6,201707
gr_0040,2017年,07月,1,2017/07/10,/gr_0040,8,7,201707
gr_0040,2017年,07月,1,2017/07/04,/gr_0040,9,7,201707
gr_0040,2017年,07月,1,2017/07/03,/gr_0040,10,7,201707
gr_0020,2017年,07月,1,2017/07/12,/gr_0020,10,7,201707
gr_0010,2017年,07月,1,2017/07/12,/gr_0010,11,7,201707
dataset-00000140,2017年,07月,1,2017/07/14,/dataset-00000140/,11,7,201707
gr_0010,2017年,07月,1,2017/07/04,/gr_0010,16,7,201707
gr_0010,2017年,07月,1,2017/07/06,/gr_0010,9,8,201707
dataset-00000105,2017年,07月,1,2017/07/31,/dataset-00000105/,13,9,201707
dataset-00000105,2017年,07月,1,2017/07/04,/dataset-00000105/,14,9,201707
gr_0010,2017年,07月,1,2017/07/26,/gr_0010,17,9,201707
?s[area_id]=130,2017年,08月,1,2017/08/01,/?s[area_id]=130,1,1,201708
?s[license]=CC+BY+2.1+JP,2017年,08月,1,2017/08/01,/?s[license]=CC+BY+2.1+JP,1,1,201708
activity,2017年,08月,1,2017/08/01,/activity/,1,1,201708
anshin,2017年,08月,1,2017/08/01,/anshin/,1,1,201708
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=CSV,2017年,08月,1,2017/08/01,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=CSV,1,1,201708
dataset-00000004,2017年,08月,1,2017/08/01,/dataset-00000004,1,1,201708
dataset-00000005,2017年,08月,1,2017/08/01,/dataset-00000005,1,1,201708
dataset-00000006,2017年,08月,1,2017/08/01,/dataset-00000006,1,1,201708
gr_0020?page=1,2017年,08月,1,2017/08/01,/gr_0020?page=1,1,1,201708
gr_0020?page=2,2017年,08月,1,2017/08/01,/gr_0020?page=2,1,1,201708
gr_0020?page=3,2017年,08月,1,2017/08/01,/gr_0020?page=3,1,1,201708
gr_0040?page=2,2017年,08月,1,2017/08/01,/gr_0040?page=2,1,1,201708
gr_0050,2017年,08月,1,2017/08/01,/gr_0050,1,1,201708
iryo,2017年,08月,1,2017/08/01,/iryo/,1,1,201708
kanko,2017年,08月,1,2017/08/01,/kanko/,1,1,201708
kosodate,2017年,08月,1,2017/08/01,/kosodate/,1,1,201708
kotsu,2017年,08月,1,2017/08/01,/kotsu/,1,1,201708
?utf8=✓&s[keyword]=&search=検索,2017年,08月,1,2017/08/02,/?utf8=✓&s[keyword]=&search=検索,1,1,201708
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2017年,08月,1,2017/08/02,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201708
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=PDF,2017年,08月,1,2017/08/02,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=PDF,1,1,201708
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=統計,2017年,08月,1,2017/08/02,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=統計,1,1,201708
dataset-00000007,2017年,08月,1,2017/08/02,/dataset-00000007,1,1,201708
dataset-00000105,2017年,08月,1,2017/08/02,/dataset-00000105,1,1,201708
dataset-00000108,2017年,08月,1,2017/08/02,/dataset-00000108,1,1,201708
dataset-00000109,2017年,08月,1,2017/08/02,/dataset-00000109,1,1,201708
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2017年,08月,1,2017/08/02,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,1,1,201708
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0170,2017年,08月,1,2017/08/02,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0170,1,1,201708
gr_0020?page=3,2017年,08月,1,2017/08/02,/gr_0020?page=3,1,1,201708
gr_0060,2017年,08月,1,2017/08/02,/gr_0060,1,1,201708
groups,2017年,08月,1,2017/08/02,/groups/,1,1,201708
gr_0020,2017年,08月,1,2017/08/03,/gr_0020,1,1,201708
gr_0040,2017年,08月,1,2017/08/03,/gr_0040,1,1,201708
gr_0050,2017年,08月,1,2017/08/03,/gr_0050,1,1,201708
gr_0060,2017年,08月,1,2017/08/03,/gr_0060,1,1,201708
?utf8=✓&s[keyword]=opendata&search=検索,2017年,08月,1,2017/08/04,/?utf8=✓&s[keyword]=opendata&search=検索,1,1,201708
dataset-00000080,2017年,08月,1,2017/08/04,/dataset-00000080,1,1,201708
dataset-00000141,2017年,08月,1,2017/08/04,/dataset-00000141,1,1,201708
kobe-today,2017年,08月,1,2017/08/04,/kobe-today,1,1,201708
shisei,2017年,08月,1,2017/08/04,/shisei/,1,1,201708
?s[area_id]=130&s[category_id]=28,2017年,08月,1,2017/08/05,/?s[area_id]=130&s[category_id]=28,1,1,201708
dataset-00000131,2017年,08月,1,2017/08/05,/dataset-00000131,1,1,201708
dataset-00000141,2017年,08月,1,2017/08/05,/dataset-00000141,1,1,201708
gr_0050,2017年,08月,1,2017/08/05,/gr_0050,1,1,201708
dataset-00000002,2017年,08月,1,2017/08/06,/dataset-00000002,1,1,201708
gr_0010,2017年,08月,1,2017/08/06,/gr_0010,1,1,201708
gr_0060,2017年,08月,1,2017/08/06,/gr_0060,1,1,201708
,2017年,08月,1,2017/08/07,/,1,1,201708
?s[area_id]=130,2017年,08月,1,2017/08/07,/?s[area_id]=130,1,1,201708
?s[category_id]=129&sort=released,2017年,08月,1,2017/08/07,/?s[category_id]=129&sort=released,1,1,201708
?sort=released,2017年,08月,1,2017/08/07,/?sort=released,1,1,201708
dataset-00000001,2017年,08月,1,2017/08/07,/dataset-00000001,1,1,201708
dataset-00000001,2017年,08月,1,2017/08/07,/dataset-00000001/,1,1,201708
dataset-00000004,2017年,08月,1,2017/08/07,/dataset-00000004,1,1,201708
dataset-00000005,2017年,08月,1,2017/08/07,/dataset-00000005,1,1,201708
dataset-00000009,2017年,08月,1,2017/08/07,/dataset-00000009,1,1,201708
dataset-00000052,2017年,08月,1,2017/08/07,/dataset-00000052,1,1,201708
dataset-00000057,2017年,08月,1,2017/08/07,/dataset-00000057,1,1,201708
dataset-00000061,2017年,08月,1,2017/08/07,/dataset-00000061,1,1,201708
dataset-00000064,2017年,08月,1,2017/08/07,/dataset-00000064,1,1,201708
dataset-00000117,2017年,08月,1,2017/08/07,/dataset-00000117,1,1,201708
dataset-00000131,2017年,08月,1,2017/08/07,/dataset-00000131,1,1,201708
gr_0020?page=2,2017年,08月,1,2017/08/07,/gr_0020?page=2,1,1,201708
gr_0020?page=3,2017年,08月,1,2017/08/07,/gr_0020?page=3,1,1,201708
gr_0040,2017年,08月,1,2017/08/07,/gr_0040,1,1,201708
gr_0070,2017年,08月,1,2017/08/07,/gr_0070,1,1,201708
gr_0080,2017年,08月,1,2017/08/07,/gr_0080,1,1,201708
jigyosha,2017年,08月,1,2017/08/07,/jigyosha/,1,1,201708
kanko,2017年,08月,1,2017/08/07,/kanko/,1,1,201708
kotsu,2017年,08月,1,2017/08/07,/kotsu/,1,1,201708
kurashi,2017年,08月,1,2017/08/07,/kurashi/,1,1,201708
login,2017年,08月,1,2017/08/07,/login,1,1,201708
new,2017年,08月,1,2017/08/07,/new,1,1,201708
org_0050,2017年,08月,1,2017/08/07,/org_0050,1,1,201708
org_0160,2017年,08月,1,2017/08/07,/org_0160,1,1,201708
shisei,2017年,08月,1,2017/08/07,/shisei/,1,1,201708
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,2017年,08月,1,2017/08/08,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,1,1,201708
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0110,2017年,08月,1,2017/08/08,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0110,1,1,201708
?s[area_id]=130,2017年,08月,1,2017/08/08,/?s[area_id]=130,1,1,201708
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,2017年,08月,1,2017/08/08,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,1,1,201708
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=イベント,2017年,08月,1,2017/08/08,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=イベント,1,1,201708
dataset-00000005,2017年,08月,1,2017/08/08,/dataset-00000005,1,1,201708
dataset-00000007,2017年,08月,1,2017/08/08,/dataset-00000007,1,1,201708
dataset-00000019,2017年,08月,1,2017/08/08,/dataset-00000019,1,1,201708
dataset-00000058,2017年,08月,1,2017/08/08,/dataset-00000058,1,1,201708
dataset-00000059,2017年,08月,1,2017/08/08,/dataset-00000059,1,1,201708
dataset-00000059,2017年,08月,1,2017/08/08,/dataset-00000059/,1,1,201708
dataset-00000070,2017年,08月,1,2017/08/08,/dataset-00000070,1,1,201708
dataset-00000070,2017年,08月,1,2017/08/08,/dataset-00000070/,1,1,201708
dataset-00000093,2017年,08月,1,2017/08/08,/dataset-00000093,1,1,201708
dataset-00000100,2017年,08月,1,2017/08/08,/dataset-00000100,1,1,201708
dataset-00000102,2017年,08月,1,2017/08/08,/dataset-00000102,1,1,201708
dataset-00000105,2017年,08月,1,2017/08/08,/dataset-00000105,1,1,201708
dataset-00000105,2017年,08月,1,2017/08/08,/dataset-00000105/,1,1,201708
dataset-00000107,2017年,08月,1,2017/08/08,/dataset-00000107/,1,1,201708
dataset-00000109,2017年,08月,1,2017/08/08,/dataset-00000109,1,1,201708
dataset-00000135,2017年,08月,1,2017/08/08,/dataset-00000135,1,1,201708
dataset-00000140,2017年,08月,1,2017/08/08,/dataset-00000140,1,1,201708
dataset-00000140,2017年,08月,1,2017/08/08,/dataset-00000140/,1,1,201708
dataset-00000145,2017年,08月,1,2017/08/08,/dataset-00000145,1,1,201708
ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,2017年,08月,1,2017/08/08,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,1,1,201708
ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計&page=2,2017年,08月,1,2017/08/08,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計&page=2,1,1,201708
ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計&page=3,2017年,08月,1,2017/08/08,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計&page=3,1,1,201708
gr_0020?page=2,2017年,08月,1,2017/08/08,/gr_0020?page=2,1,1,201708
gr_0070,2017年,08月,1,2017/08/08,/gr_0070,1,1,201708
